JPEG_20160517_140621_1000651031832.png,57.0,-13.5,368.0,339.0
1473231510890DeeplearnS11456.png,-1.0,-9.5,494.0,205.0
1476881557883Untitled1.png,32.0,-4.0,548.0,238.0
1474264827890cobalt-beyond-the-sea-maxi-dress3.png,-1.0,4.0,640.0,190.0
JPEG_20160711_113321_1000235741992.png,-10.5,-26.0,225.0,400.0
147954714706311.png,-1.0,-24.5,544.0,433.0
JPEG_20161117_154532_1000146348308.png,-56.5,-4.0,431.0,232.0
1469052256414DSC_0653.png,-19.5,-1.0,603.0,480.0
14581478747652.png,1.5,0.5,241.0,251.0
JPEG_20161207_165644_1000961805303.png,-8.0,-14.5,242.0,221.0
JPEG_20161123_181824_1000611096667.png,-23.5,-6.0,99.0,350.0
JPEG_20160526_150511_100091994275.png,31.5,-1.0,237.0,480.0
1476878834852Untitled1.png,-34.5,-18.0,557.0,400.0
1470747128351DSC_0256.png,-18.0,-0.5,424.0,381.0
1469516484508DSC_0431_1.png,-3.5,-6.0,603.0,422.0
1475009449259DSC020551.png,1.5,9.0,609.0,280.0
147437487175911471341993644-Roadster-Cream-Coloured-Printed-T-shirt-8851471341993393-4.png,-1.0,-4.0,636.0,192.0
1475559143203mocha-chasing-summer-maxi-dress.png,-1.0,-10.0,640.0,206.0
147436763182011469615979143-Roadster-Blue-Skinny-Fit-Jeans-7871469615978787-1.png,-1.0,14.5,640.0,277.0
1471594607670DSC_0103.png,-4.0,-5.0,626.0,142.0
JPEG_20161210_125104_1000144436971.png,20.5,28.0,467.0,316.0
1473405665976black-always-open-back-midi-dress.png,0.5,-7.5,631.0,189.0
JPEG_20161128_170230_1000366955179.png,11.5,-25.5,545.0,169.0
JPEG_20161007_152608_1000228164735.png,-4.5,-12.5,563.0,191.0
147445039931011472642879846-Roadster-Women-Green-Checked-Shirt-Dress-5591472642879643-2.png,-0.5,-7.0,639.0,278.0
1476773560971DSC_8789.png,-84.5,14.5,405.0,449.0
JPEG_20160611_120832_1000308675808.png,-1.5,13.5,507.0,251.0
JPEG_20161126_144054_1000330319257.png,28.0,-11.0,470.0,220.0
1472824149661DSC_3380.png,-33.0,9.0,522.0,308.0
1467893191516DSC_0010.png,-53.0,-6.0,454.0,144.0
JPEG_20161124_171639_1000992177080.png,-16.5,13.0,235.0,310.0
14714399918512.png,-12.5,2.5,587.0,395.0
1467815275518DSC_0191.png,2.5,-22.5,211.0,245.0
JPEG_20160929_113805_1000323994545.png,47.5,-41.0,525.0,300.0
1474273419910MS-8502372.png,-16.0,-37.0,610.0,408.0
1479455928674Sin16-11-201611360.png,-1.0,-26.0,640.0,370.0
1474101498756black-olvera-open-back-maxi-dress.png,-1.0,-9.0,640.0,172.0
1474118108544BRT467334.png,-2.5,-7.0,609.0,362.0
147443857529811470052091818-RDSTR-Grey-Casual-Shirt-71470052101703-3.png,-1.0,2.0,640.0,342.0
147444584239111469619096559-Roadster-Men-Casual-Shoes-9011469619096471-5.png,-22.5,5.0,597.0,372.0
147142993226120160423_175742.png,-68.5,12.5,397.0,213.0
JPEG_20160628_132756_1000139640802.png,41.0,-10.0,378.0,266.0
1467785369215DSC_0019.png,0.0,-2.5,230.0,273.0
1474272589082NEL793066.png,22.5,5.5,551.0,385.0
147742431796620161025_142621.png,44.0,-7.0,350.0,180.0
1479747460474SpringField16-11-201610890.png,-1.5,-18.5,639.0,309.0
JPEG_20160607_161754_100010819310.png,-14.0,-4.5,474.0,223.0
JPEG_20161025_124252_1000655486064.png,24.0,-17.0,466.0,366.0
1474264604326coral-happily-ever-after-day-dress4.png,-1.0,-3.5,640.0,181.0
JPEG_20161123_131331_1000615275006.png,16.0,15.5,230.0,419.0
1472826035474DSC_3497.png,52.5,-12.0,109.0,100.0
147771738670920161028_170650.png,-44.5,-41.0,553.0,400.0
1480502261060IMG_20161129_193613.png,-16.5,22.0,609.0,270.0
JPEG_20160711_113533_1000157417450.png,-10.5,2.0,565.0,200.0
